PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
7545,144211098,61719,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7546,144211099,13940,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,14.3405,-66.4871,inactive,,0,active antagonist,29.1673,-116.376,inconclusive antagonist,3.46654,-44.934,LightBiologicals
7547,144211100,66885,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,LightBiologicals
7548,144211101,47866,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7549,144211102,10342051,Inconclusive,5,,,inconclusive,inconclusive antagonist,11.5989,-27.853,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
7550,144211103,8227,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7551,144211104,22833503,Inconclusive,5,,,inconclusive,active agonist,34.6654,310.312,active antagonist,18.0536,-87.5055,active antagonist,9.77004,-147.206,active antagonist,11.391,-98.0644,SIGMA
7552,144211105,9862076,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,1.6394,70.2151,inactive,,0,inconclusive agonist,,22.2454,inactive,,0,SIGMA
7553,144211106,262,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,SIGMA
7554,144211107,42586,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7555,144211108,3031,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,15.9021,inactive,,0,Enamine
7556,144211109,7559,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7557,144211110,25912,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,15.4845,71.5947,inconclusive agonist,2.06489,49.6287,SIGMA
7558,144211111,25146,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7559,144211112,86138,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,36.7195,-77.1854,inactive,,0,active antagonist,48.9662,-142.341,inconclusive antagonist,36.7195,-68.3971,SIGMA
7560,144211113,54739,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7561,144211114,25106,Inconclusive,5,,,inconclusive,inconclusive agonist,,17.797,inactive,,0,inactive,,0,inconclusive agonist,,0,Enamine
7562,144211115,82326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7563,144211116,95337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,6.91666,-41.1526,inactive,,0,SIGMA
7564,144211117,21059,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,0.73265,48.8039,inactive,,0,SIGMA
7565,144211118,17038,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,5.81965,-108.541,inconclusive antagonist,21.8724,-91.0363,active antagonist,3.74309,-143.727,active antagonist,3.33603,-75.2033,SIGMA
7566,144211119,5383,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,20.2397,inactive,,0,inconclusive agonist,7.76062,50.4479,inactive,,0,ChemService
7567,144211120,10887985,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7568,144211121,2883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,SIGMA
7569,144211122,4936,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,-2.95767,inactive,,0,inconclusive antagonist,3.88952,-64.4985,active antagonist,4.36412,-37.5198,ChemService
7570,144211123,5371562,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7571,144211124,4929,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7572,144211125,91650,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
7573,144211126,15766,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,38.6622,-87.7693,inactive,,0,Crescent
7574,144211127,7590,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Acros
7575,144211128,4793,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7576,144211129,6433547,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,MP Biomedicals
7577,144211130,7620,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7578,144211131,24963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7579,144211132,5283335,Inconclusive,5,,,inconclusive,inconclusive antagonist,46.2271,-50.0062,inactive,,0,inactive,,0,inconclusive antagonist,,0,SIGMA
7580,144211133,13220,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7581,144211134,16653,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7582,144211135,91735,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7583,144211136,66207,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,3.60201,40.5894,inactive,,0,SIGMA
7584,144211137,7647,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7585,144211138,443048,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7586,144211139,91776,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7587,144211140,19309,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7588,144211141,11048796,Inconclusive,10,,,inconclusive agonist (cytotoxic),inconclusive agonist,8.7033,76.493,inactive,,0,inconclusive agonist,0.87033,56.3204,active antagonist,54.9141,-48.5585,SIGMA
7589,144211142,32739,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,LightBiologicals
7590,144211143,3032581,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,48.9662,53.7617,inconclusive agonist,32.7263,44.0761,inactive,,0,SIGMA
7591,144211144,39327,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,0.462271,55.0468,inactive,,0,SIGMA
7592,144211145,91759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7593,144211146,5362620,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7594,144211147,3032791,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7595,144211148,22188,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7596,144211149,3058839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7597,144211150,39223,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7598,144211151,93542,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Wako
7599,144211152,107080,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,,0,SIGMA
7600,144211153,1787910,Active,48,,,active antagonist,active antagonist,43.6412,-94.0376,inactive,,0,active antagonist,38.8952,-75.0026,inactive,,0,SIGMA
7601,144211154,8796,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Alfa Aesar
7602,144211155,7430,Inconclusive,5,,,inconclusive,inconclusive agonist,19.4938,87.6802,inactive,,0,inactive,,0,inactive,,0,Enamine
7603,144211156,7510,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Maybridge
7604,144211157,3039,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SIGMA
7605,144211158,6434889,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,6.47769,-76.2386,inconclusive antagonist,32.4654,-53.7292,active antagonist,14.5017,-143.648,active antagonist,15.6586,-105.262,SIGMA
7606,144211159,31236,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7607,144211160,61503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chem-Impex
7608,144211161,3391107,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,54.941,-65.2225,inactive,,0,inconclusive antagonist,48.9662,-83.1754,inconclusive antagonist,3.27263,-38.5171,SIGMA
7609,144211162,4420,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
7610,144211163,2086,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7611,144211164,308,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7612,144211165,4933,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,65.2975,50.7382,inactive,,0,SIGMA
7613,144211166,23682187,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7614,144211167,8482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7615,144211168,18752,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7616,144211169,3083546,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Wako
7617,144211170,5974,Inconclusive,5,,,inconclusive,inconclusive,,0,inconclusive antagonist,54.941,-96.9316,active antagonist,46.2271,-174.128,active antagonist,41.9981,-95.9261,SIGMA
7618,144211171,6129,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7619,144211172,9601227,Inconclusive,5,,,inconclusive,inconclusive antagonist,58.1965,-86.396,inactive,,0,inconclusive agonist,1.94938,78.3766,inactive,,0,SIGMA
7620,144211173,24781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7621,144211174,7251,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7622,144211175,6909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7623,144211176,43234,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7624,144211177,5853,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7625,144211178,3118,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7626,144211179,15910,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,-2.38825,active antagonist,17.3739,-77.8788,active antagonist,1.2781,-129.9,active antagonist,25.9954,-89.9775,Enamine
7627,144211180,5372405,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7628,144211181,86412,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,38.8952,-43.0804,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7629,144211182,37517,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7630,144211183,91699,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,98.0569,inconclusive antagonist,19.4843,-77.6455,active antagonist,22.717,-144.583,inconclusive antagonist,15.4769,-91.6038,SIGMA
7631,144211184,38479,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7632,144211185,62276,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7633,144211186,8914,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7634,144211187,49837,Inconclusive,5,,,inconclusive,active antagonist,38.8952,-53.6461,inactive,,0,inconclusive,,0,inactive,,0,Oakwood
7635,144211188,176879,Inconclusive,5,,,inconclusive,inconclusive antagonist,64.219,-43.0061,inactive,,0,inconclusive agonist,,26.4049,inactive,,0,Chemservice
7636,144211189,137994,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7637,144211190,7884,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
7638,144211191,1982,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7639,144211192,12756,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7640,144211193,15553,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7641,144211194,74574,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7642,144211195,7511,Active,86,,,active antagonist,active antagonist,0.0118367,-92.5741,active antagonist,5.18676,-63.3973,active antagonist,0.00870756,-107.709,active antagonist,0.640565,-99.1639,Acros
7643,144211196,9576037,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7644,144211197,8105,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SIGMA
7645,144211198,11304,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7646,144211199,47326,Inconclusive,5,,,inconclusive,inconclusive antagonist,15.4769,-30.0901,inactive,,0,inactive,,0,inactive,,0,SIGMA
7647,144211200,70724,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7648,144211201,14337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7649,144211202,25053,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7650,144211203,39385,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7651,144211204,6436605,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,59.2703,-100.188,inactive,,0,inconclusive antagonist,66.5024,-136.9,inconclusive,,0,EPA
7652,144211205,8575,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Frinton Laboratories
7653,144211206,1988,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7654,144211207,1486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7655,144211208,7650,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7656,144211209,2912,Inconclusive,5,,,inconclusive,inconclusive antagonist,19.4843,-39.9552,inactive,,0,inconclusive agonist,0.11606,42.6806,inactive,,0,SIGMA
7657,144211210,4928,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7658,144211211,5338,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7659,144211212,15684,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7660,144211213,91655,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7661,144211214,54745,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7662,144211215,9576412,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,0.00388953,44.5601,inactive,,0,active agonist,0.012781,56.5815,inactive,,0,SIGMA
7663,144211216,53316400,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7664,144211217,5281874,Inconclusive,5,,,inconclusive,inconclusive antagonist,23.1684,-36.5901,inactive,,0,inactive,,0,inactive,,0,SIGMA
7665,144211218,91770,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7666,144211219,7560,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7667,144211220,24847,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7668,144211221,73670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7669,144211222,6931,Inconclusive,10,,,inconclusive agonist (cytotoxic),active agonist,21.0489,124.232,inconclusive antagonist,13.0286,-23.7994,inconclusive agonist,,0,active antagonist,34.6654,-39.1848,SIGMA
7670,144211223,31200,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,54.941,-71.7121,inactive,,0,SIGMA
7671,144211224,71777,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7672,144211225,20708,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,15.8519,-67.089,inconclusive antagonist,50.1281,-58.6231,active antagonist,44.6768,-176.874,active antagonist,29.8594,-100.374,SIGMA
7673,144211226,6982,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7674,144211227,28935,Active,48,,,active antagonist,active antagonist,34.6654,-76.6529,inactive,,0,active antagonist,47.1227,-110.734,inactive,,0,LightBiologicals
7675,144211228,86298,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7676,144211229,11167,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7677,144211230,25127,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7678,144211231,6948,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7679,144211232,5280567,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,25.9954,41.2364,inactive,,0,inconclusive agonist,34.6654,56.9667,inactive,,0,Enamine
7680,144211233,16004,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7681,144211234,4284,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7682,144211235,5569,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7683,144211236,15331,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7684,144211237,5053,Active,50,,,active antagonist,active antagonist,25.4733,-89.438,inactive,,0,active antagonist,46.1762,-114.632,inactive,,0,SIGMA
7685,144211238,66858,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
7686,144211239,7931,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7687,144211240,84098,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7688,144211241,17432,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7689,144211242,616765,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7690,144211243,7358,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7691,144211244,6912870,Inconclusive,5,,,inconclusive,active agonist,48.9662,192.949,active antagonist,57.0904,-91.5693,active antagonist,48.9662,-166.254,active antagonist,48.9662,-116.284,Sigma DiscoveryCPR
7692,144211245,61008,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,MP Biomedicals
7693,144211246,2268,Inconclusive,20,,,active agonist,active agonist,16.402,66.8985,inactive,,0,inconclusive agonist,36.7195,55.667,inactive,,0,SIGMA
7694,144211247,36324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,21.8617,100.282,active antagonist,61.6146,-77.7629,SIGMA
7695,144211248,439570,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7696,144211249,8084,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7697,144211250,7504,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7698,144211251,249494,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7699,144211252,65420,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7700,144211253,7675,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7701,144211254,6778,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7702,144211255,70613,Active,49,,,active antagonist,active antagonist,33.3603,-101.398,inconclusive agonist,,0,active antagonist,36.0216,-130.008,inconclusive antagonist,,0,SIGMA
7703,144211256,22833466,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7704,144211257,31677,Active,52,,,active antagonist,active antagonist,14.9015,-84.5117,inconclusive agonist,,0,active antagonist,20.6489,-87.5622,inactive,,0,SIGMA
7705,144211258,61016,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7706,144211259,2775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7707,144211260,122087,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,15.5774,-62.099,inconclusive antagonist,46.5044,-70.2016,active antagonist,23.3074,-127.382,active antagonist,40.6593,-95.8248,ChemService
7708,144211261,86367,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,15.4845,-53.2456,inactive,,0,active antagonist,14.3405,-49.622,inactive,,0,SIGMA
